,predict_1,predict_2,predict_3,predict_4,predict_5,predict_6
2021-01-01 00:00:00,0.619364921001693,0.8304207777307777,0.6964433153172522,0.8004972799375625,0.7959411719954264,0.7727216096684799
2021-01-01 01:00:00,0.8304207777307777,0.6964433153172522,0.8004972799375625,0.7959411719954264,0.7727216096684799,0.9665366092905836
2021-01-01 02:00:00,0.6964433153172522,0.8004972799375625,0.7959411719954264,0.7727216096684799,0.9665366092905836,0.7866533750898587
2021-01-01 03:00:00,0.8004972799375625,0.7959411719954264,0.7727216096684799,0.9665366092905836,0.7866533750898587,0.8750557569318116
2021-01-01 04:00:00,0.7959411719954264,0.7727216096684799,0.9665366092905836,0.7866533750898587,0.8750557569318116,0.6646233781663712
2021-01-01 05:00:00,0.7727216096684799,0.9665366092905836,0.7866533750898587,0.8750557569318116,0.6646233781663712,0.7492681251507396
2021-01-01 06:00:00,0.9665366092905836,0.7866533750898587,0.8750557569318116,0.6646233781663712,0.7492681251507396,0.6225678616830261
2021-01-01 07:00:00,0.7866533750898587,0.8750557569318116,0.6646233781663712,0.7492681251507396,0.6225678616830261,0.6490813534072593
2021-01-01 08:00:00,0.8750557569318116,0.6646233781663712,0.7492681251507396,0.6225678616830261,0.6490813534072593,0.4948858188443336
2021-01-01 09:00:00,0.6646233781663712,0.7492681251507396,0.6225678616830261,0.6490813534072593,0.4948858188443336,0.6521241394366507
2021-01-01 10:00:00,0.7492681251507396,0.6225678616830261,0.6490813534072593,0.4948858188443336,0.6521241394366507,0.6242198742758985
2021-01-01 11:00:00,0.6225678616830261,0.6490813534072593,0.4948858188443336,0.6521241394366507,0.6242198742758985,0.7943226826080825
2021-01-01 12:00:00,0.6490813534072593,0.4948858188443336,0.6521241394366507,0.6242198742758985,0.7943226826080825,0.7099924395289964
2021-01-01 13:00:00,0.4948858188443336,0.6521241394366507,0.6242198742758985,0.7943226826080825,0.7099924395289964,1.1068856621097132
2021-01-01 14:00:00,0.6521241394366507,0.6242198742758985,0.7943226826080825,0.7099924395289964,1.1068856621097132,0.8013789116712486
2021-01-01 15:00:00,0.6242198742758985,0.7943226826080825,0.7099924395289964,1.1068856621097132,0.8013789116712486,0.6310322250902404
2021-01-01 16:00:00,0.7943226826080825,0.7099924395289964,1.1068856621097132,0.8013789116712486,0.6310322250902404,1.2121714820010627
2021-01-01 17:00:00,0.7099924395289964,1.1068856621097132,0.8013789116712486,0.6310322250902404,1.2121714820010627,0.8761071729162928
2021-01-01 18:00:00,1.1068856621097132,0.8013789116712486,0.6310322250902404,1.2121714820010627,0.8761071729162928,1.177105619734644
2021-01-01 19:00:00,0.8013789116712486,0.6310322250902404,1.2121714820010627,0.8761071729162928,1.177105619734644,0.7517373673109596
2021-01-01 20:00:00,0.6310322250902404,1.2121714820010627,0.8761071729162928,1.177105619734644,0.7517373673109596,1.0591385812159546
2021-01-01 21:00:00,1.2121714820010627,0.8761071729162928,1.177105619734644,0.7517373673109596,1.0591385812159546,0.9751665931240971
2021-01-01 22:00:00,0.8761071729162928,1.177105619734644,0.7517373673109596,1.0591385812159546,0.9751665931240971,0.9333832190276524
2021-01-01 23:00:00,1.177105619734644,0.7517373673109596,1.0591385812159546,0.9751665931240971,0.9333832190276524,1.113449706842382
2021-01-02 00:00:00,0.7517373673109596,1.0591385812159546,0.9751665931240971,0.9333832190276524,1.113449706842382,1.3995337818448266
2021-01-02 01:00:00,1.0591385812159546,0.9751665931240971,0.9333832190276524,1.113449706842382,1.3995337818448266,1.0672503530777953
2021-01-02 02:00:00,0.9751665931240971,0.9333832190276524,1.113449706842382,1.3995337818448266,1.0672503530777953,0.8954915264368575
2021-01-02 03:00:00,0.9333832190276524,1.113449706842382,1.3995337818448266,1.0672503530777953,0.8954915264368575,0.883841313021294
2021-01-02 04:00:00,1.113449706842382,1.3995337818448266,1.0672503530777953,0.8954915264368575,0.883841313021294,1.0947853466175277
2021-01-02 05:00:00,1.3995337818448266,1.0672503530777953,0.8954915264368575,0.883841313021294,1.0947853466175277,1.0376297831317864
2021-01-02 06:00:00,1.0672503530777953,0.8954915264368575,0.883841313021294,1.0947853466175277,1.0376297831317864,0.8295066590327533
2021-01-02 07:00:00,0.8954915264368575,0.883841313021294,1.0947853466175277,1.0376297831317864,0.8295066590327533,0.6886971735423595
2021-01-02 08:00:00,0.883841313021294,1.0947853466175277,1.0376297831317864,0.8295066590327533,0.6886971735423595,0.8084416053028258
2021-01-02 09:00:00,1.0947853466175277,1.0376297831317864,0.8295066590327533,0.6886971735423595,0.8084416053028258,0.7513833282881145
2021-01-02 10:00:00,1.0376297831317864,0.8295066590327533,0.6886971735423595,0.8084416053028258,0.7513833282881145,0.9441850014665364
2021-01-02 11:00:00,0.8295066590327533,0.6886971735423595,0.8084416053028258,0.7513833282881145,0.9441850014665364,1.1232148085003064
2021-01-02 12:00:00,0.6886971735423595,0.8084416053028258,0.7513833282881145,0.9441850014665364,1.1232148085003064,0.902012637017914
2021-01-02 13:00:00,0.8084416053028258,0.7513833282881145,0.9441850014665364,1.1232148085003064,0.902012637017914,0.8977162004765362
2021-01-02 14:00:00,0.7513833282881145,0.9441850014665364,1.1232148085003064,0.902012637017914,0.8977162004765362,0.8310209320698867
2021-01-02 15:00:00,0.9441850014665364,1.1232148085003064,0.902012637017914,0.8977162004765362,0.8310209320698867,0.9749339519887156
2021-01-02 16:00:00,1.1232148085003064,0.902012637017914,0.8977162004765362,0.8310209320698867,0.9749339519887156,1.0099441881877365
2021-01-02 17:00:00,0.902012637017914,0.8977162004765362,0.8310209320698867,0.9749339519887156,1.0099441881877365,0.9574519703734208
2021-01-02 18:00:00,0.8977162004765362,0.8310209320698867,0.9749339519887156,1.0099441881877365,0.9574519703734208,0.7883391528485181
2021-01-02 19:00:00,0.8310209320698867,0.9749339519887156,1.0099441881877365,0.9574519703734208,0.7883391528485181,0.6694341452329218
2021-01-02 20:00:00,0.9749339519887156,1.0099441881877365,0.9574519703734208,0.7883391528485181,0.6694341452329218,0.8004931651550411
2021-01-02 21:00:00,1.0099441881877365,0.9574519703734208,0.7883391528485181,0.6694341452329218,0.8004931651550411,1.056651066561971
2021-01-02 22:00:00,0.9574519703734208,0.7883391528485181,0.6694341452329218,0.8004931651550411,1.056651066561971,0.5914241718067231
2021-01-02 23:00:00,0.7883391528485181,0.6694341452329218,0.8004931651550411,1.056651066561971,0.5914241718067231,0.850732985682785
2021-01-03 00:00:00,0.6694341452329218,0.8004931651550411,1.056651066561971,0.5914241718067231,0.850732985682785,0.9126240300565628
2021-01-03 01:00:00,0.8004931651550411,1.056651066561971,0.5914241718067231,0.850732985682785,0.9126240300565628,1.0096637714607708
2021-01-03 02:00:00,1.056651066561971,0.5914241718067231,0.850732985682785,0.9126240300565628,1.0096637714607708,0.9048250673113796
2021-01-03 03:00:00,0.5914241718067231,0.850732985682785,0.9126240300565628,1.0096637714607708,0.9048250673113796,0.9015264013237816
2021-01-03 04:00:00,0.850732985682785,0.9126240300565628,1.0096637714607708,0.9048250673113796,0.9015264013237816,0.7987712581723246
2021-01-03 05:00:00,0.9126240300565628,1.0096637714607708,0.9048250673113796,0.9015264013237816,0.7987712581723246,0.7588543194039638
2021-01-03 06:00:00,1.0096637714607708,0.9048250673113796,0.9015264013237816,0.7987712581723246,0.7588543194039638,1.0251588012068014
2021-01-03 07:00:00,0.9048250673113796,0.9015264013237816,0.7987712581723246,0.7588543194039638,1.0251588012068014,1.0621999160773667
2021-01-03 08:00:00,0.9015264013237816,0.7987712581723246,0.7588543194039638,1.0251588012068014,1.0621999160773667,0.9500611288914456
2021-01-03 09:00:00,0.7987712581723246,0.7588543194039638,1.0251588012068014,1.0621999160773667,0.9500611288914456,0.8284820081410716
2021-01-03 10:00:00,0.7588543194039638,1.0251588012068014,1.0621999160773667,0.9500611288914456,0.8284820081410716,0.863648261852252
2021-01-03 11:00:00,1.0251588012068014,1.0621999160773667,0.9500611288914456,0.8284820081410716,0.863648261852252,1.211492591627913
2021-01-03 12:00:00,1.0621999160773667,0.9500611288914456,0.8284820081410716,0.863648261852252,1.211492591627913,0.9247116460852256
2021-01-03 13:00:00,0.9500611288914456,0.8284820081410716,0.863648261852252,1.211492591627913,0.9247116460852256,0.7132994366697145
2021-01-03 14:00:00,0.8284820081410716,0.863648261852252,1.211492591627913,0.9247116460852256,0.7132994366697145,0.6411718724004973
2021-01-03 15:00:00,0.863648261852252,1.211492591627913,0.9247116460852256,0.7132994366697145,0.6411718724004973,0.8454019741925818
2021-01-03 16:00:00,1.211492591627913,0.9247116460852256,0.7132994366697145,0.6411718724004973,0.8454019741925818,0.8657561464723782
2021-01-03 17:00:00,0.9247116460852256,0.7132994366697145,0.6411718724004973,0.8454019741925818,0.8657561464723782,0.7689860626632644
2021-01-03 18:00:00,0.7132994366697145,0.6411718724004973,0.8454019741925818,0.8657561464723782,0.7689860626632644,0.6702412064814519
2021-01-03 19:00:00,0.6411718724004973,0.8454019741925818,0.8657561464723782,0.7689860626632644,0.6702412064814519,0.9893489784599556
2021-01-03 20:00:00,0.8454019741925818,0.8657561464723782,0.7689860626632644,0.6702412064814519,0.9893489784599556,0.6185264037648548
2021-01-03 21:00:00,0.8657561464723782,0.7689860626632644,0.6702412064814519,0.9893489784599556,0.6185264037648548,0.9388779676300212
2021-01-03 22:00:00,0.7689860626632644,0.6702412064814519,0.9893489784599556,0.6185264037648548,0.9388779676300212,0.6259999190304075
2021-01-03 23:00:00,0.6702412064814519,0.9893489784599556,0.6185264037648548,0.9388779676300212,0.6259999190304075,0.6598456350227969
2021-01-04 00:00:00,0.9893489784599556,0.6185264037648548,0.9388779676300212,0.6259999190304075,0.6598456350227969,0.707031750939482
2021-01-04 01:00:00,0.6185264037648548,0.9388779676300212,0.6259999190304075,0.6598456350227969,0.707031750939482,0.9334657971063022
2021-01-04 02:00:00,0.9388779676300212,0.6259999190304075,0.6598456350227969,0.707031750939482,0.9334657971063022,0.9275409742847492
2021-01-04 03:00:00,0.6259999190304075,0.6598456350227969,0.707031750939482,0.9334657971063022,0.9275409742847492,0.8077437338714806
2021-01-04 04:00:00,0.6598456350227969,0.707031750939482,0.9334657971063022,0.9275409742847492,0.8077437338714806,0.6765285191940614
2021-01-04 05:00:00,0.707031750939482,0.9334657971063022,0.9275409742847492,0.8077437338714806,0.6765285191940614,0.7624206931098628
2021-01-04 06:00:00,0.9334657971063022,0.9275409742847492,0.8077437338714806,0.6765285191940614,0.7624206931098628,0.6386016485315535
2021-01-04 07:00:00,0.9275409742847492,0.8077437338714806,0.6765285191940614,0.7624206931098628,0.6386016485315535,0.7697842207363425
2021-01-04 08:00:00,0.8077437338714806,0.6765285191940614,0.7624206931098628,0.6386016485315535,0.7697842207363425,0.6558723620667697
