# Renewables.ninja Solar photovoltaic power (PV) (Point API) - 40.867, -72.850 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060,,,,,,,,,,,,,,,,,
# Units: time in UTC, local_time in America/New_York, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC,,,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""America/New_York"""," ""electricity"": ""kW"""," ""irradiance_direct"": ""unknown"""," ""irradiance_diffuse"": ""unknown"""," ""temperature"": ""\u00baC""}"," ""params"": {""local_time"": true"," ""header"": true"," ""lat"": ""40.866667"""," ""lon"": ""-72.85"""," ""date_from"": ""2019-01-01"""," ""date_to"": ""2019-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""12500"""," ""system_loss"": ""0.816"""," ""tracking"": ""0"""," ""tilt"": ""35"""," ""azim"": ""180"""," ""raw"": true}}"
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,,,,,,,,,,,,,
2019/1/1 05:00,2019/1/1 00:00,0,0,0,8.52,,,,,,,,,,,,,
2019/1/1 06:00,2019/1/1 01:00,0,0,0,9.011,,,,,,,,,,,,,
2019/1/1 07:00,2019/1/1 02:00,0,0,0,9.144,,,,,,,,,,,,,
2019/1/1 08:00,2019/1/1 03:00,0,0,0,9.379,,,,,,,,,,,,,
2019/1/1 09:00,2019/1/1 04:00,0,0,0,9.658,,,,,,,,,,,,,
2019/1/1 10:00,2019/1/1 05:00,0,0,0,10.084,,,,,,,,,,,,,
2019/1/1 11:00,2019/1/1 06:00,0,0,0,10.838,,,,,,,,,,,,,
2019/1/1 12:00,2019/1/1 07:00,14.261,0.004,0.011,11.054,,,,,,,,,,,,,
2019/1/1 13:00,2019/1/1 08:00,155.549,0.019,0.063,11.382,,,,,,,,,,,,,
2019/1/1 14:00,2019/1/1 09:00,239.326,0.02,0.097,11.538,,,,,,,,,,,,,
2019/1/1 15:00,2019/1/1 10:00,352.638,0.031,0.133,11.328,,,,,,,,,,,,,
2019/1/1 16:00,2019/1/1 11:00,613.761,0.095,0.178,10.769,,,,,,,,,,,,,
2019/1/1 17:00,2019/1/1 12:00,1240.795,0.398,0.154,9.78,,,,,,,,,,,,,
2019/1/1 18:00,2019/1/1 13:00,1424.716,0.537,0.101,8.889,,,,,,,,,,,,,
2019/1/1 19:00,2019/1/1 14:00,1155.8,0.43,0.078,8.245,,,,,,,,,,,,,
2019/1/1 20:00,2019/1/1 15:00,556.666,0.19,0.055,7.512,,,,,,,,,,,,,
2019/1/1 21:00,2019/1/1 16:00,12.86,0.009,0.006,6.56,,,,,,,,,,,,,
2019/1/1 22:00,2019/1/1 17:00,0,0,0,5.795,,,,,,,,,,,,,
2019/1/1 23:00,2019/1/1 18:00,0,0,0,5.2,,,,,,,,,,,,,
2019/1/2 00:00,2019/1/1 19:00,0,0,0,4.647,,,,,,,,,,,,,
2019/1/2 01:00,2019/1/1 20:00,0,0,0,4.156,,,,,,,,,,,,,
2019/1/2 02:00,2019/1/1 21:00,0,0,0,3.716,,,,,,,,,,,,,
2019/1/2 03:00,2019/1/1 22:00,0,0,0,3.266,,,,,,,,,,,,,
2019/1/2 04:00,2019/1/1 23:00,0,0,0,2.781,,,,,,,,,,,,,
2019/1/2 05:00,2019/1/2 00:00,0,0,0,2.371,,,,,,,,,,,,,
2019/1/2 06:00,2019/1/2 01:00,0,0,0,2.035,,,,,,,,,,,,,
2019/1/2 07:00,2019/1/2 02:00,0,0,0,1.727,,,,,,,,,,,,,
2019/1/2 08:00,2019/1/2 03:00,0,0,0,1.392,,,,,,,,,,,,,
2019/1/2 09:00,2019/1/2 04:00,0,0,0,0.986,,,,,,,,,,,,,
2019/1/2 10:00,2019/1/2 05:00,0,0,0,0.599,,,,,,,,,,,,,
2019/1/2 11:00,2019/1/2 06:00,0,0,0,0.219,,,,,,,,,,,,,
2019/1/2 12:00,2019/1/2 07:00,103.257,0.039,0.017,0.146,,,,,,,,,,,,,
2019/1/2 13:00,2019/1/2 08:00,710.971,0.233,0.068,0.837,,,,,,,,,,,,,
2019/1/2 14:00,2019/1/2 09:00,1119.611,0.377,0.099,1.217,,,,,,,,,,,,,
2019/1/2 15:00,2019/1/2 10:00,1379.929,0.477,0.117,1.644,,,,,,,,,,,,,
2019/1/2 16:00,2019/1/2 11:00,1515.412,0.533,0.127,2.078,,,,,,,,,,,,,
2019/1/2 17:00,2019/1/2 12:00,1171.012,0.342,0.159,2.385,,,,,,,,,,,,,
2019/1/2 18:00,2019/1/2 13:00,721.145,0.15,0.158,2.492,,,,,,,,,,,,,
2019/1/2 19:00,2019/1/2 14:00,354.992,0.05,0.109,2.435,,,,,,,,,,,,,
2019/1/2 20:00,2019/1/2 15:00,135.179,0.019,0.051,2.216,,,,,,,,,,,,,
2019/1/2 21:00,2019/1/2 16:00,1.377,0.002,0.005,1.681,,,,,,,,,,,,,
2019/1/2 22:00,2019/1/2 17:00,0,0,0,1.538,,,,,,,,,,,,,
2019/1/2 23:00,2019/1/2 18:00,0,0,0,1.677,,,,,,,,,,,,,
2019/1/3 00:00,2019/1/2 19:00,0,0,0,1.914,,,,,,,,,,,,,
2019/1/3 01:00,2019/1/2 20:00,0,0,0,2.189,,,,,,,,,,,,,
2019/1/3 02:00,2019/1/2 21:00,0,0,0,2.495,,,,,,,,,,,,,
2019/1/3 03:00,2019/1/2 22:00,0,0,0,2.963,,,,,,,,,,,,,
2019/1/3 04:00,2019/1/2 23:00,0,0,0,3.488,,,,,,,,,,,,,
2019/1/3 05:00,2019/1/3 00:00,0,0,0,3.889,,,,,,,,,,,,,
2019/1/3 06:00,2019/1/3 01:00,0,0,0,4.072,,,,,,,,,,,,,
2019/1/3 07:00,2019/1/3 02:00,0,0,0,4.161,,,,,,,,,,,,,
2019/1/3 08:00,2019/1/3 03:00,0,0,0,4.261,,,,,,,,,,,,,
2019/1/3 09:00,2019/1/3 04:00,0,0,0,4.543,,,,,,,,,,,,,
2019/1/3 10:00,2019/1/3 05:00,0,0,0,4.903,,,,,,,,,,,,,
2019/1/3 11:00,2019/1/3 06:00,0,0,0,5.281,,,,,,,,,,,,,
2019/1/3 12:00,2019/1/3 07:00,0,0,0.002,5.668,,,,,,,,,,,,,
2019/1/3 13:00,2019/1/3 08:00,50.663,0.003,0.031,6.014,,,,,,,,,,,,,
2019/1/3 14:00,2019/1/3 09:00,302.597,0.03,0.11,6.239,,,,,,,,,,,,,
2019/1/3 15:00,2019/1/3 10:00,676.479,0.124,0.17,6.224,,,,,,,,,,,,,
2019/1/3 16:00,2019/1/3 11:00,1023.369,0.266,0.178,6.164,,,,,,,,,,,,,
2019/1/3 17:00,2019/1/3 12:00,1341.653,0.445,0.145,6.081,,,,,,,,,,,,,
2019/1/3 18:00,2019/1/3 13:00,1372.23,0.493,0.11,6.016,,,,,,,,,,,,,
2019/1/3 19:00,2019/1/3 14:00,1069.454,0.375,0.089,5.825,,,,,,,,,,,,,
2019/1/3 20:00,2019/1/3 15:00,518.834,0.169,0.059,5.339,,,,,,,,,,,,,
2019/1/3 21:00,2019/1/3 16:00,12.002,0.008,0.006,4.323,,,,,,,,,,,,,
2019/1/3 22:00,2019/1/3 17:00,0,0,0,3.757,,,,,,,,,,,,,
2019/1/3 23:00,2019/1/3 18:00,0,0,0,3.296,,,,,,,,,,,,,
2019/1/4 00:00,2019/1/3 19:00,0,0,0,2.853,,,,,,,,,,,,,
2019/1/4 01:00,2019/1/3 20:00,0,0,0,2.534,,,,,,,,,,,,,
2019/1/4 02:00,2019/1/3 21:00,0,0,0,2.237,,,,,,,,,,,,,
2019/1/4 03:00,2019/1/3 22:00,0,0,0,2.118,,,,,,,,,,,,,
2019/1/4 04:00,2019/1/3 23:00,0,0,0,2.165,,,,,,,,,,,,,
2019/1/4 05:00,2019/1/4 00:00,0,0,0,2.098,,,,,,,,,,,,,
2019/1/4 06:00,2019/1/4 01:00,0,0,0,2.118,,,,,,,,,,,,,
2019/1/4 07:00,2019/1/4 02:00,0,0,0,2.2,,,,,,,,,,,,,
2019/1/4 08:00,2019/1/4 03:00,0,0,0,2.319,,,,,,,,,,,,,
2019/1/4 09:00,2019/1/4 04:00,0,0,0,2.299,,,,,,,,,,,,,
2019/1/4 10:00,2019/1/4 05:00,0,0,0,2.042,,,,,,,,,,,,,
2019/1/4 11:00,2019/1/4 06:00,0,0,0,1.816,,,,,,,,,,,,,
2019/1/4 12:00,2019/1/4 07:00,136.012,0.053,0.017,1.984,,,,,,,,,,,,,
2019/1/4 13:00,2019/1/4 08:00,759.085,0.26,0.064,3.242,,,,,,,,,,,,,
2019/1/4 14:00,2019/1/4 09:00,1187.851,0.423,0.09,4.212,,,,,,,,,,,,,
2019/1/4 15:00,2019/1/4 10:00,1529.155,0.579,0.098,5.056,,,,,,,,,,,,,
2019/1/4 16:00,2019/1/4 11:00,1590.38,0.598,0.11,5.651,,,,,,,,,,,,,
2019/1/4 17:00,2019/1/4 12:00,1429.371,0.504,0.127,6.057,,,,,,,,,,,,,
2019/1/4 18:00,2019/1/4 13:00,994.514,0.288,0.143,6.258,,,,,,,,,,,,,
2019/1/4 19:00,2019/1/4 14:00,470.34,0.092,0.116,6.215,,,,,,,,,,,,,
2019/1/4 20:00,2019/1/4 15:00,138.519,0.021,0.052,5.928,,,,,,,,,,,,,
2019/1/4 21:00,2019/1/4 16:00,0,0.001,0.004,5.553,,,,,,,,,,,,,
2019/1/4 22:00,2019/1/4 17:00,0,0,0,5.577,,,,,,,,,,,,,
2019/1/4 23:00,2019/1/4 18:00,0,0,0,5.57,,,,,,,,,,,,,
2019/1/5 00:00,2019/1/4 19:00,0,0,0,5.453,,,,,,,,,,,,,
2019/1/5 01:00,2019/1/4 20:00,0,0,0,5.277,,,,,,,,,,,,,
2019/1/5 02:00,2019/1/4 21:00,0,0,0,5.283,,,,,,,,,,,,,
2019/1/5 03:00,2019/1/4 22:00,0,0,0,5.494,,,,,,,,,,,,,
2019/1/5 04:00,2019/1/4 23:00,0,0,0,5.479,,,,,,,,,,,,,
2019/1/5 05:00,2019/1/5 00:00,0,0,0,5.537,,,,,,,,,,,,,
2019/1/5 06:00,2019/1/5 01:00,0,0,0,5.627,,,,,,,,,,,,,
2019/1/5 07:00,2019/1/5 02:00,0,0,0,5.683,,,,,,,,,,,,,
2019/1/5 08:00,2019/1/5 03:00,0,0,0,5.977,,,,,,,,,,,,,
2019/1/5 09:00,2019/1/5 04:00,0,0,0,6.29,,,,,,,,,,,,,
2019/1/5 10:00,2019/1/5 05:00,0,0,0,6.425,,,,,,,,,,,,,
2019/1/5 11:00,2019/1/5 06:00,0,0,0,6.564,,,,,,,,,,,,,
2019/1/5 12:00,2019/1/5 07:00,0.515,0,0.005,6.811,,,,,,,,,,,,,
2019/1/5 13:00,2019/1/5 08:00,20.015,0.001,0.018,7.05,,,,,,,,,,,,,
2019/1/5 14:00,2019/1/5 09:00,94.453,0.002,0.052,7.123,,,,,,,,,,,,,
2019/1/5 15:00,2019/1/5 10:00,209.747,0.006,0.097,7.085,,,,,,,,,,,,,
2019/1/5 16:00,2019/1/5 11:00,342.384,0.013,0.144,7.225,,,,,,,,,,,,,
2019/1/5 17:00,2019/1/5 12:00,145.052,0.003,0.073,6.963,,,,,,,,,,,,,
2019/1/5 18:00,2019/1/5 13:00,100.133,0.002,0.054,6.399,,,,,,,,,,,,,
2019/1/5 19:00,2019/1/5 14:00,73.947,0.001,0.043,5.93,,,,,,,,,,,,,
2019/1/5 20:00,2019/1/5 15:00,10.629,0,0.013,5.65,,,,,,,,,,,,,
2019/1/5 21:00,2019/1/5 16:00,0,0,0,5.252,,,,,,,,,,,,,
2019/1/5 22:00,2019/1/5 17:00,0,0,0,4.834,,,,,,,,,,,,,
2019/1/5 23:00,2019/1/5 18:00,0,0,0,4.636,,,,,,,,,,,,,
2019/1/6 00:00,2019/1/5 19:00,0,0,0,4.746,,,,,,,,,,,,,
2019/1/6 01:00,2019/1/5 20:00,0,0,0,4.76,,,,,,,,,,,,,
2019/1/6 02:00,2019/1/5 21:00,0,0,0,4.406,,,,,,,,,,,,,
2019/1/6 03:00,2019/1/5 22:00,0,0,0,4.048,,,,,,,,,,,,,
2019/1/6 04:00,2019/1/5 23:00,0,0,0,3.709,,,,,,,,,,,,,
2019/1/6 05:00,2019/1/6 00:00,0,0,0,3.392,,,,,,,,,,,,,
2019/1/6 06:00,2019/1/6 01:00,0,0,0,3.096,,,,,,,,,,,,,
2019/1/6 07:00,2019/1/6 02:00,0,0,0,2.868,,,,,,,,,,,,,
2019/1/6 08:00,2019/1/6 03:00,0,0,0,2.609,,,,,,,,,,,,,
2019/1/6 09:00,2019/1/6 04:00,0,0,0,2.507,,,,,,,,,,,,,
2019/1/6 10:00,2019/1/6 05:00,0,0,0,2.56,,,,,,,,,,,,,
2019/1/6 11:00,2019/1/6 06:00,0,0,0,2.785,,,,,,,,,,,,,
2019/1/6 12:00,2019/1/6 07:00,118.894,0.045,0.018,3.257,,,,,,,,,,,,,
2019/1/6 13:00,2019/1/6 08:00,507.006,0.144,0.078,4.737,,,,,,,,,,,,,
2019/1/6 14:00,2019/1/6 09:00,585.457,0.128,0.128,5.765,,,,,,,,,,,,,
2019/1/6 15:00,2019/1/6 10:00,882.576,0.226,0.157,6.584,,,,,,,,,,,,,
2019/1/6 16:00,2019/1/6 11:00,1508.881,0.55,0.124,7.262,,,,,,,,,,,,,
2019/1/6 17:00,2019/1/6 12:00,1458.247,0.526,0.124,7.423,,,,,,,,,,,,,
2019/1/6 18:00,2019/1/6 13:00,1041.549,0.318,0.136,7.118,,,,,,,,,,,,,
2019/1/6 19:00,2019/1/6 14:00,843.622,0.262,0.104,6.62,,,,,,,,,,,,,
2019/1/6 20:00,2019/1/6 15:00,461.355,0.144,0.061,5.884,,,,,,,,,,,,,
2019/1/6 21:00,2019/1/6 16:00,15.727,0.009,0.007,4.937,,,,,,,,,,,,,
2019/1/6 22:00,2019/1/6 17:00,0,0,0,4.113,,,,,,,,,,,,,
2019/1/6 23:00,2019/1/6 18:00,0,0,0,3.11,,,,,,,,,,,,,
2019/1/7 00:00,2019/1/6 19:00,0,0,0,2.038,,,,,,,,,,,,,
2019/1/7 01:00,2019/1/6 20:00,0,0,0,0.994,,,,,,,,,,,,,
2019/1/7 02:00,2019/1/6 21:00,0,0,0,0.102,,,,,,,,,,,,,
2019/1/7 03:00,2019/1/6 22:00,0,0,0,-0.569,,,,,,,,,,,,,
2019/1/7 04:00,2019/1/6 23:00,0,0,0,-1.09,,,,,,,,,,,,,
2019/1/7 05:00,2019/1/7 00:00,0,0,0,-1.548,,,,,,,,,,,,,
2019/1/7 06:00,2019/1/7 01:00,0,0,0,-1.902,,,,,,,,,,,,,
2019/1/7 07:00,2019/1/7 02:00,0,0,0,-2.231,,,,,,,,,,,,,
2019/1/7 08:00,2019/1/7 03:00,0,0,0,-2.561,,,,,,,,,,,,,
2019/1/7 09:00,2019/1/7 04:00,0,0,0,-2.898,,,,,,,,,,,,,
2019/1/7 10:00,2019/1/7 05:00,0,0,0,-3.202,,,,,,,,,,,,,
2019/1/7 11:00,2019/1/7 06:00,0,0,0,-3.428,,,,,,,,,,,,,
2019/1/7 12:00,2019/1/7 07:00,236.37,0.092,0.016,-3.471,,,,,,,,,,,,,
2019/1/7 13:00,2019/1/7 08:00,956.593,0.338,0.058,-3.149,,,,,,,,,,,,,
2019/1/7 14:00,2019/1/7 09:00,888.817,0.248,0.121,-2.723,,,,,,,,,,,,,
2019/1/7 15:00,2019/1/7 10:00,754.152,0.148,0.166,-2.321,,,,,,,,,,,,,
2019/1/7 16:00,2019/1/7 11:00,766.413,0.138,0.182,-1.893,,,,,,,,,,,,,
2019/1/7 17:00,2019/1/7 12:00,1013.995,0.246,0.178,-1.367,,,,,,,,,,,,,
2019/1/7 18:00,2019/1/7 13:00,935.682,0.238,0.154,-0.963,,,,,,,,,,,,,
2019/1/7 19:00,2019/1/7 14:00,651.178,0.156,0.119,-0.721,,,,,,,,,,,,,
2019/1/7 20:00,2019/1/7 15:00,334.986,0.083,0.066,-0.683,,,,,,,,,,,,,
2019/1/7 21:00,2019/1/7 16:00,8.6,0.005,0.006,-0.952,,,,,,,,,,,,,
2019/1/7 22:00,2019/1/7 17:00,0,0,0,-0.865,,,,,,,,,,,,,
2019/1/7 23:00,2019/1/7 18:00,0,0,0,-0.718,,,,,,,,,,,,,
2019/1/8 00:00,2019/1/7 19:00,0,0,0,-0.412,,,,,,,,,,,,,
2019/1/8 01:00,2019/1/7 20:00,0,0,0,-0.013,,,,,,,,,,,,,
2019/1/8 02:00,2019/1/7 21:00,0,0,0,0.439,,,,,,,,,,,,,
2019/1/8 03:00,2019/1/7 22:00,0,0,0,0.997,,,,,,,,,,,,,
2019/1/8 04:00,2019/1/7 23:00,0,0,0,1.533,,,,,,,,,,,,,
2019/1/8 05:00,2019/1/8 00:00,0,0,0,2.092,,,,,,,,,,,,,
2019/1/8 06:00,2019/1/8 01:00,0,0,0,2.675,,,,,,,,,,,,,
2019/1/8 07:00,2019/1/8 02:00,0,0,0,3.243,,,,,,,,,,,,,
2019/1/8 08:00,2019/1/8 03:00,0,0,0,3.735,,,,,,,,,,,,,
2019/1/8 09:00,2019/1/8 04:00,0,0,0,4.187,,,,,,,,,,,,,
2019/1/8 10:00,2019/1/8 05:00,0,0,0,4.425,,,,,,,,,,,,,
2019/1/8 11:00,2019/1/8 06:00,0,0,0,4.621,,,,,,,,,,,,,
2019/1/8 12:00,2019/1/8 07:00,0,0,0.004,4.919,,,,,,,,,,,,,
2019/1/8 13:00,2019/1/8 08:00,30.177,0.001,0.023,5.44,,,,,,,,,,,,,
2019/1/8 14:00,2019/1/8 09:00,103.229,0.003,0.055,6.019,,,,,,,,,,,,,
2019/1/8 15:00,2019/1/8 10:00,217.14,0.007,0.098,6.575,,,,,,,,,,,,,
2019/1/8 16:00,2019/1/8 11:00,389.285,0.021,0.155,7.09,,,,,,,,,,,,,
2019/1/8 17:00,2019/1/8 12:00,475.676,0.036,0.175,7.425,,,,,,,,,,,,,
2019/1/8 18:00,2019/1/8 13:00,404.252,0.031,0.151,7.476,,,,,,,,,,,,,
2019/1/8 19:00,2019/1/8 14:00,267.089,0.019,0.107,7.261,,,,,,,,,,,,,
2019/1/8 20:00,2019/1/8 15:00,91.869,0.006,0.046,6.797,,,,,,,,,,,,,
2019/1/8 21:00,2019/1/8 16:00,0,0.001,0.004,6.371,,,,,,,,,,,,,
2019/1/8 22:00,2019/1/8 17:00,0,0,0,6.101,,,,,,,,,,,,,
2019/1/8 23:00,2019/1/8 18:00,0,0,0,5.809,,,,,,,,,,,,,
2019/1/9 00:00,2019/1/8 19:00,0,0,0,5.626,,,,,,,,,,,,,
2019/1/9 01:00,2019/1/8 20:00,0,0,0,5.653,,,,,,,,,,,,,
2019/1/9 02:00,2019/1/8 21:00,0,0,0,5.555,,,,,,,,,,,,,
2019/1/9 03:00,2019/1/8 22:00,0,0,0,5.358,,,,,,,,,,,,,
2019/1/9 04:00,2019/1/8 23:00,0,0,0,5.336,,,,,,,,,,,,,
2019/1/9 05:00,2019/1/9 00:00,0,0,0,5.64,,,,,,,,,,,,,
2019/1/9 06:00,2019/1/9 01:00,0,0,0,6.223,,,,,,,,,,,,,
2019/1/9 07:00,2019/1/9 02:00,0,0,0,6.911,,,,,,,,,,,,,
2019/1/9 08:00,2019/1/9 03:00,0,0,0,6.492,,,,,,,,,,,,,
2019/1/9 09:00,2019/1/9 04:00,0,0,0,5.317,,,,,,,,,,,,,
2019/1/9 10:00,2019/1/9 05:00,0,0,0,4.652,,,,,,,,,,,,,
2019/1/9 11:00,2019/1/9 06:00,0,0,0,4.732,,,,,,,,,,,,,
2019/1/9 12:00,2019/1/9 07:00,151.33,0.059,0.018,4.512,,,,,,,,,,,,,
2019/1/9 13:00,2019/1/9 08:00,863.242,0.314,0.057,4.659,,,,,,,,,,,,,
2019/1/9 14:00,2019/1/9 09:00,1390.711,0.541,0.068,4.81,,,,,,,,,,,,,
2019/1/9 15:00,2019/1/9 10:00,1695.998,0.685,0.074,4.997,,,,,,,,,,,,,
2019/1/9 16:00,2019/1/9 11:00,1822.795,0.749,0.078,5.42,,,,,,,,,,,,,
2019/1/9 17:00,2019/1/9 12:00,1786.6,0.732,0.078,5.855,,,,,,,,,,,,,
2019/1/9 18:00,2019/1/9 13:00,1591.453,0.636,0.075,6.139,,,,,,,,,,,,,
2019/1/9 19:00,2019/1/9 14:00,1126.975,0.414,0.076,6.071,,,,,,,,,,,,,
2019/1/9 20:00,2019/1/9 15:00,453.944,0.142,0.059,5.549,,,,,,,,,,,,,
2019/1/9 21:00,2019/1/9 16:00,16.892,0.009,0.007,4.661,,,,,,,,,,,,,
2019/1/9 22:00,2019/1/9 17:00,0,0,0,3.88,,,,,,,,,,,,,
2019/1/9 23:00,2019/1/9 18:00,0,0,0,3.273,,,,,,,,,,,,,
2019/1/10 00:00,2019/1/9 19:00,0,0,0,2.72,,,,,,,,,,,,,
2019/1/10 01:00,2019/1/9 20:00,0,0,0,2.19,,,,,,,,,,,,,
2019/1/10 02:00,2019/1/9 21:00,0,0,0,1.667,,,,,,,,,,,,,
2019/1/10 03:00,2019/1/9 22:00,0,0,0,1.215,,,,,,,,,,,,,
2019/1/10 04:00,2019/1/9 23:00,0,0,0,0.828,,,,,,,,,,,,,
2019/1/10 05:00,2019/1/10 00:00,0,0,0,0.589,,,,,,,,,,,,,
2019/1/10 06:00,2019/1/10 01:00,0,0,0,0.455,,,,,,,,,,,,,
2019/1/10 07:00,2019/1/10 02:00,0,0,0,0.326,,,,,,,,,,,,,
2019/1/10 08:00,2019/1/10 03:00,0,0,0,0.191,,,,,,,,,,,,,
2019/1/10 09:00,2019/1/10 04:00,0,0,0,0.104,,,,,,,,,,,,,
2019/1/10 10:00,2019/1/10 05:00,0,0,0,0.029,,,,,,,,,,,,,
2019/1/10 11:00,2019/1/10 06:00,0,0,0,-0.054,,,,,,,,,,,,,
2019/1/10 12:00,2019/1/10 07:00,9.118,0.002,0.01,-0.138,,,,,,,,,,,,,
2019/1/10 13:00,2019/1/10 08:00,194.436,0.021,0.072,-0.073,,,,,,,,,,,,,
2019/1/10 14:00,2019/1/10 09:00,469.69,0.064,0.139,0.162,,,,,,,,,,,,,
2019/1/10 15:00,2019/1/10 10:00,588.107,0.076,0.175,0.314,,,,,,,,,,,,,
2019/1/10 16:00,2019/1/10 11:00,670.025,0.087,0.197,0.312,,,,,,,,,,,,,
2019/1/10 17:00,2019/1/10 12:00,530.535,0.051,0.177,0.245,,,,,,,,,,,,,
2019/1/10 18:00,2019/1/10 13:00,395.307,0.031,0.142,0.133,,,,,,,,,,,,,
2019/1/10 19:00,2019/1/10 14:00,325.601,0.032,0.113,0.248,,,,,,,,,,,,,
2019/1/10 20:00,2019/1/10 15:00,216.957,0.034,0.068,0.3,,,,,,,,,,,,,
2019/1/10 21:00,2019/1/10 16:00,8.622,0.004,0.007,-0.002,,,,,,,,,,,,,
2019/1/10 22:00,2019/1/10 17:00,0,0,0,-0.367,,,,,,,,,,,,,
2019/1/10 23:00,2019/1/10 18:00,0,0,0,-0.709,,,,,,,,,,,,,
2019/1/11 00:00,2019/1/10 19:00,0,0,0,-0.9,,,,,,,,,,,,,
2019/1/11 01:00,2019/1/10 20:00,0,0,0,-0.938,,,,,,,,,,,,,
2019/1/11 02:00,2019/1/10 21:00,0,0,0,-0.946,,,,,,,,,,,,,
2019/1/11 03:00,2019/1/10 22:00,0,0,0,-1.017,,,,,,,,,,,,,
2019/1/11 04:00,2019/1/10 23:00,0,0,0,-1.141,,,,,,,,,,,,,
2019/1/11 05:00,2019/1/11 00:00,0,0,0,-1.289,,,,,,,,,,,,,
2019/1/11 06:00,2019/1/11 01:00,0,0,0,-1.486,,,,,,,,,,,,,
2019/1/11 07:00,2019/1/11 02:00,0,0,0,-1.747,,,,,,,,,,,,,
2019/1/11 08:00,2019/1/11 03:00,0,0,0,-2.049,,,,,,,,,,,,,
2019/1/11 09:00,2019/1/11 04:00,0,0,0,-2.411,,,,,,,,,,,,,
2019/1/11 10:00,2019/1/11 05:00,0,0,0,-2.862,,,,,,,,,,,,,
2019/1/11 11:00,2019/1/11 06:00,0,0,0,-3.346,,,,,,,,,,,,,
2019/1/11 12:00,2019/1/11 07:00,262.39,0.103,0.016,-3.727,,,,,,,,,,,,,
2019/1/11 13:00,2019/1/11 08:00,1099.395,0.413,0.043,-3.712,,,,,,,,,,,,,
2019/1/11 14:00,2019/1/11 09:00,1618.182,0.638,0.051,-3.388,,,,,,,,,,,,,
2019/1/11 15:00,2019/1/11 10:00,1917.78,0.782,0.056,-2.798,,,,,,,,,,,,,
2019/1/11 16:00,2019/1/11 11:00,2053.394,0.854,0.058,-2.122,,,,,,,,,,,,,
2019/1/11 17:00,2019/1/11 12:00,2019.188,0.839,0.058,-1.51,,,,,,,,,,,,,
2019/1/11 18:00,2019/1/11 13:00,1806.307,0.734,0.056,-1.096,,,,,,,,,,,,,
2019/1/11 19:00,2019/1/11 14:00,1416.1,0.552,0.051,-1.062,,,,,,,,,,,,,
2019/1/11 20:00,2019/1/11 15:00,793.913,0.292,0.04,-1.424,,,,,,,,,,,,,
2019/1/11 21:00,2019/1/11 16:00,58.067,0.028,0.008,-2.021,,,,,,,,,,,,,
2019/1/11 22:00,2019/1/11 17:00,0,0,0,-2.564,,,,,,,,,,,,,
2019/1/11 23:00,2019/1/11 18:00,0,0,0,-3.118,,,,,,,,,,,,,
2019/1/12 00:00,2019/1/11 19:00,0,0,0,-3.62,,,,,,,,,,,,,
2019/1/12 01:00,2019/1/11 20:00,0,0,0,-4.049,,,,,,,,,,,,,
2019/1/12 02:00,2019/1/11 21:00,0,0,0,-4.346,,,,,,,,,,,,,
2019/1/12 03:00,2019/1/11 22:00,0,0,0,-4.684,,,,,,,,,,,,,
2019/1/12 04:00,2019/1/11 23:00,0,0,0,-5.047,,,,,,,,,,,,,
2019/1/12 05:00,2019/1/12 00:00,0,0,0,-5.353,,,,,,,,,,,,,
2019/1/12 06:00,2019/1/12 01:00,0,0,0,-5.517,,,,,,,,,,,,,
2019/1/12 07:00,2019/1/12 02:00,0,0,0,-5.55,,,,,,,,,,,,,
2019/1/12 08:00,2019/1/12 03:00,0,0,0,-5.492,,,,,,,,,,,,,
2019/1/12 09:00,2019/1/12 04:00,0,0,0,-5.463,,,,,,,,,,,,,
2019/1/12 10:00,2019/1/12 05:00,0,0,0,-5.415,,,,,,,,,,,,,
2019/1/12 11:00,2019/1/12 06:00,0,0,0,-5.325,,,,,,,,,,,,,
2019/1/12 12:00,2019/1/12 07:00,231.45,0.088,0.018,-5.069,,,,,,,,,,,,,
2019/1/12 13:00,2019/1/12 08:00,1013.963,0.367,0.052,-4.017,,,,,,,,,,,,,
2019/1/12 14:00,2019/1/12 09:00,1529.196,0.585,0.062,-3.319,,,,,,,,,,,,,
2019/1/12 15:00,2019/1/12 10:00,1824.89,0.722,0.07,-2.607,,,,,,,,,,,,,
2019/1/12 16:00,2019/1/12 11:00,1882.373,0.745,0.079,-1.882,,,,,,,,,,,,,
2019/1/12 17:00,2019/1/12 12:00,1905.471,0.765,0.075,-1.128,,,,,,,,,,,,,
2019/1/12 18:00,2019/1/12 13:00,1595.464,0.606,0.082,-0.511,,,,,,,,,,,,,
2019/1/12 19:00,2019/1/12 14:00,977.216,0.317,0.094,-0.119,,,,,,,,,,,,,
2019/1/12 20:00,2019/1/12 15:00,359.079,0.095,0.064,-0.014,,,,,,,,,,,,,
